web_scraper_order,web_scraper_start_url,category,category_href,category_name,category_description,category_emoji_item,category_emoji_item_href,emoji,emoji_name,emoji_description
"1573485851-318","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇸🇱 Flag: Sierra Leone","https://emojipedia.org/flag-for-sierra-leone/","🇸🇱","🇱 Flag: Sierra Leone","The flag for Sierra Leone, which may show as the letters SL on some platforms.
The Flag: Sierra Leone emoji is a sequence of the 🇸 Regional Indicator Symbol Letter S and 🇱 Regional Indicator Symbol Letter L emojis.
These display as a single emoji on supported platforms.

Flag: Sierra Leone was added to Emoji 1.0 in 2015."
"1573512906-1474","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👞 Man’s Shoe","https://emojipedia.org/mans-shoe/","👞","Man’s Shoe","A shoe worn by a man, to work, dinner, or another occasion that requires footwear. Unlike womens shoes, this shoe is likely to be comfortable.

Man’s Shoe was approved as part of Unicode 6.0 in 2010
under the name “Mans Shoe”
and added to Emoji 1.0 in 2015."
"1573512719-1436","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","Animals & Nature","Emojis for animals, nature, and weather.","🐴 Horse Face","https://emojipedia.org/horse-face/","🐴","Horse Face","The face of a horse, generally facing left. Depicted as a light or reddish-brown horse with a dark brown or black mane, and, on many platforms, a light-colored muzzle.
Not to be confused with the full-bodied 🐎 Horse or 🏇 Horse Racing, though their applications may overlap. Some vendors implement a similar design in 🦄 Unicorn Face and 🦓 Zebra.
WhatsApp’s horse is facing left, as Facebook’s previously was. Microsoft’s horse was previously looking straight ahead, as was Samsung’s, shown with a goofy, full-toothed grin. Softbank previously featured a full-bodied horse.

Horse Face was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573498710-842","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📪 Closed Mailbox With Lowered Flag","https://emojipedia.org/closed-mailbox-with-lowered-flag/","📪","Closed Mailbox With Lowered Flag","A curbside mailbox (letterbox, postbox) with its door latched shut and signal flag lowered. Generally depicted in blue or gray with a red flag. Used for various content concerning postal deliveries and email.
Indicates in the United States that no incoming mail (post) has been delivered. May also indicate that outgoing mail has been picked up.
Compare 📫 Closed Mailbox With Raised Flag, 📭 Open Mailbox With Lowered Flag, and 📬 Open Mailbox With Raised Flag.


Closed Mailbox With Lowered Flag was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573508593-1211","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🍡 Dango","https://emojipedia.org/dango/","🍡","Dango","A Japanese sweet dumpling made from rice flour and served on a skewer. Depicted as a botchan dango, comprising a pink, white or light yellow, and green ball, as colored by red beans, egg, and green tea. Resembles the Oden and featured in the Moon Viewing Ceremony, used in the Japanese festival to celebrate the full moon. 

Dango was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573504697-1071","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🗾 Map of Japan","https://emojipedia.org/silhouette-of-japan/","🗾","Map of Japan","Shows a map of the country of Japan, which is the only country to have its own emoji map. Other countries can be found on the various globe emojis, or the world map emoji.

Map of Japan was approved as part of Unicode 6.0 in 2010
under the name “Silhouette of Japan”
and added to Emoji 1.0 in 2015."
"1573491954-532","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","㊙ Japanese “Secret” Button","https://emojipedia.org/circled-ideograph-secret/","㊙️","Japanese “Secret” Button","Japanese “Secret” Button was approved as part of Unicode 1.1 in 1993
under the name “Circled Ideograph Secret”
and added to Emoji 1.0 in 2015."
"1573500969-938","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","⌚ Watch","https://emojipedia.org/watch/","⌚","Watch","A wristwatch, as used for telling time. Appearance varies across platforms, but widely depicted as an analog timepiece with a white face and brown or black straps.
Used for various content concerning time, including watches as accessories. Apple's design is an Apple Watch, though previously featured a traditional watch before the product’s release.

Watch was approved as part of Unicode 1.1 in 1993
and added to Emoji 1.0 in 2015."
"1573486401-352","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇳🇷 Flag: Nauru","https://emojipedia.org/flag-for-nauru/","🇳🇷","🇷 Flag: Nauru","The flag for Nauru, which may show as the letters NR on some platforms.
The Flag: Nauru emoji is a sequence of the 🇳 Regional Indicator Symbol Letter N and 🇷 Regional Indicator Symbol Letter R emojis.
These display as a single emoji on supported platforms.

Flag: Nauru was added to Emoji 1.0 in 2015."
"1573503890-1042","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🏰 Castle","https://emojipedia.org/european-castle/","🏰","Castle","A castle, in a style that can be found in France and other parts of Europe.

Castle was approved as part of Unicode 6.0 in 2010
under the name “European Castle”
and added to Emoji 1.0 in 2015."
"1573512965-1484","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🧥 Coat","https://emojipedia.org/coat/","🧥","Coat","A winter jacket, shown in a variety of colors and styles.

Coat was approved as part of Unicode 10.0 in 2017
and added to Emoji 5.0 in 2017."
"1573492394-545","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","🆚 Vs Button","https://emojipedia.org/squared-vs/","🆚","Vs Button","Vs Button was approved as part of Unicode 6.0 in 2010
under the name “Squared Vs”
and added to Emoji 1.0 in 2015."
"1573486504-356","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇳🇮 Flag: Nicaragua","https://emojipedia.org/flag-for-nicaragua/","🇳🇮","🇮 Flag: Nicaragua","The flag for Nicaragua, which may show as the letters NI on some platforms.
The Flag: Nicaragua emoji is a sequence of the 🇳 Regional Indicator Symbol Letter N and 🇮 Regional Indicator Symbol Letter I emojis.
These display as a single emoji on supported platforms.

Flag: Nicaragua was added to Emoji 1.0 in 2015."
"1573516150-1611","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👩‍✈️ Woman Pilot","https://emojipedia.org/female-pilot/","👩‍✈️","‍✈️ Woman Pilot","The Woman Pilot emoji is a sequence of the 👩 Woman and ✈ Airplane emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Woman Pilot was added to Emoji 4.0 in 2016."
"1573513166-1503","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👩‍👦 Family: Woman, Boy","https://emojipedia.org/family-woman-boy/","👩‍👦","‍👦 Family: Woman, Boy","The Family: Woman, Boy emoji is a sequence of the 👩 Woman and 👦 Boy emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Family: Woman, Boy was added to Emoji 4.0 in 2016."
"1573510075-1265","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🍅 Tomato","https://emojipedia.org/tomato/","🍅","Tomato","A plump, red garden tomato topped with a leafy green stem. May resemble the red apple at small sizes.

Tomato was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573512526-1402","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","Animals & Nature","Emojis for animals, nature, and weather.","🐼 Panda","https://emojipedia.org/panda-face/","🐼","Panda","A friendly, cartoon-styled face of a panda—a bear-like mammal known for eating bamboo—looking straight ahead. Depicted as a white panda face with black ears and black circles around its eyes.
Often used with an affectionate tone and in association with China, where the animal is found. Sometimes used to represent a red panda. Does not have a full-bodied panda emoji counterpart.
Available as an Apple Animoji.
Google and Facebook’s pandas are shown smiling with an open mouth and tongue.

Panda was approved as part of Unicode 6.0 in 2010
under the name “Panda Face”
and added to Emoji 1.0 in 2015."
"1573499324-879","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🔎 Magnifying Glass Tilted Right","https://emojipedia.org/right-pointing-magnifying-glass/","🔎","Magnifying Glass Tilted Right","A classic magnifying glass, as used to view small objects, with its lens pointed right. Generally depicted at a 45° angle with a black handle and a clear or blue, silver-framed lens titled to the upper right.
Associated with detectives and search or zoom icons on computers. Like 🔍 Magnifying Glass Titled Left, commonly used for various senses of searching, looking, inspecting, etc.

Magnifying Glass Tilted Right was approved as part of Unicode 6.0 in 2010
under the name “Right-Pointing Magnifying Glass”
and added to Emoji 1.0 in 2015."
